market,business_unit,country,region,employee_id,date,Indicator,Indicator_value,currency,project
EMEA,E-commerce,Netherlands,Western Europe,,2025-08-06,Other Costs,"1,003.39",EUR,Project Orion
EMEA,Logistics,Netherlands,Western Europe,,2025-08-06,Budget,"8,814.10",EUR,Project Falcon
EMEA,Finance,Germany,Western Europe,,2025-08-06,Other Costs,"1,875.16",EUR,Project Vega
APAC,E-commerce,Australia,Oceania,,2025-08-06,Budget,"5,720.76",AUD,Project Atlas
EMEA,Logistics,Germany,Western Europe,EMP00287,2025-08-06,Wages Cost,"5,085.50",EUR,Project Aurora
AMER,Marketing,Mexico,North America,,2025-08-06,Other Costs,"11,327.96",MXN,Project Falcon
EMEA,IT Services,United Kingdom,Northern Europe,EMP00228,2025-08-06,Revenue,"10,303.01",GBP,Project Nimbus
AMER,IT Services,Canada,North America,,2025-08-06,Budget,"25,899.50",CAD,Project Vega
EMEA,Retail,France,Western Europe,,2025-08-06,Budget,"6,871.27",EUR,Project Zenith
EMEA,IT Services,Spain,Southern Europe,EMP00312,2025-08-06,Revenue,"15,838.09",EUR,Project Atlas
EMEA,Marketing,Portugal,Southern Europe,EMP00180,2025-08-06,Revenue,"7,244.25",EUR,Project Orion
AMER,Wholesale,Mexico,North America,EMP00083,2025-08-06,Wages Cost,"19,526.29",MXN,Project Nimbus
AMER,Retail,Brazil,South America,,2025-08-06,Budget,"8,294.81",BRL,Project Zenith
EMEA,Marketing,United Kingdom,Northern Europe,EMP00046,2025-08-06,Wages Cost,"2,410.26",GBP,Project Orion
EMEA,Marketing,France,Western Europe,,2025-08-06,Budget,"6,410.68",EUR,Project Falcon
EMEA,E-commerce,France,Western Europe,,2025-08-06,Budget,"14,818.36",EUR,Project Nimbus
APAC,Logistics,Singapore,Southeast Asia,,2025-08-06,Budget,"37,413.56",SGD,Project Vega
APAC,Wholesale,China,East Asia,,2025-08-06,Other Costs,"6,567.58",CNY,Project Vega
APAC,E-commerce,Japan,East Asia,,2025-08-06,Other Costs,"539,747.31",JPY,Project Horizon
EMEA,Finance,Spain,Southern Europe,,2025-08-06,Budget,"3,831.26",EUR,Project Aurora
AMER,Retail,Argentina,South America,,2025-08-06,Budget,"1,263,136.36",ARS,Project Zenith
EMEA,Retail,Netherlands,Western Europe,EMP00012,2025-08-06,Wages Cost,"4,065.32",EUR,Project Nimbus
APAC,Logistics,China,East Asia,,2025-08-07,Other Costs,"3,557.90",CNY,Project Horizon
EMEA,HR,Portugal,Southern Europe,EMP00319,2025-08-07,Wages Cost,"2,895.77",EUR,Project Titan
APAC,Wholesale,India,South Asia,,2025-08-07,Budget,"164,683.58",INR,Project Nova
APAC,HR,China,East Asia,,2025-08-07,Budget,"50,442.34",CNY,Project Atlas
EMEA,E-commerce,France,Western Europe,,2025-08-07,Other Costs,"2,132.35",EUR,Project Nimbus
APAC,Retail,India,South Asia,,2025-08-07,Budget,"104,497.84",INR,Project Aurora
AMER,Marketing,Canada,North America,EMP00044,2025-08-07,Revenue,"10,964.91",CAD,Project Orion
APAC,Finance,Singapore,Southeast Asia,EMP00318,2025-08-07,Wages Cost,"3,596.10",SGD,Project Nimbus
EMEA,HR,France,Western Europe,,2025-08-07,Other Costs,"1,156.85",EUR,Project Nimbus
EMEA,Finance,Germany,Western Europe,EMP00100,2025-08-07,Wages Cost,"2,256.20",EUR,Project Titan
EMEA,Logistics,Italy,Southern Europe,,2025-08-07,Budget,"2,285.93",EUR,Project Horizon
EMEA,E-commerce,Spain,Southern Europe,EMP00087,2025-08-07,Revenue,"8,189.59",EUR,Project Atlas
AMER,HR,Canada,North America,,2025-08-07,Other Costs,"2,697.98",CAD,Project Titan
AMER,Marketing,Mexico,North America,EMP00215,2025-08-07,Revenue,"204,874.96",MXN,Project Zenith
EMEA,Retail,Italy,Southern Europe,,2025-08-07,Other Costs,"2,890.20",EUR,Project Titan
APAC,E-commerce,India,South Asia,,2025-08-07,Other Costs,"34,756.90",INR,Project Horizon
AMER,Wholesale,Canada,North America,,2025-08-07,Other Costs,"2,243.42",CAD,Project Titan
EMEA,Marketing,United Kingdom,Northern Europe,EMP00046,2025-08-07,Revenue,"6,105.60",GBP,Project Orion
APAC,Retail,China,East Asia,EMP00231,2025-08-07,Wages Cost,"9,945.08",CNY,Project Atlas
AMER,Finance,Brazil,South America,,2025-08-07,Budget,"14,059.58",BRL,Project Horizon
EMEA,Wholesale,Germany,Western Europe,,2025-08-07,Budget,"2,137.35",EUR,Project Orion
EMEA,HR,Netherlands,Western Europe,,2025-08-07,Budget,"19,958.85",EUR,Project Aurora
EMEA,E-commerce,United Kingdom,Northern Europe,,2025-08-07,Budget,"6,987.80",GBP,Project Vega
EMEA,Finance,Portugal,Southern Europe,,2025-08-07,Budget,"3,237.52",EUR,Project Zenith
EMEA,E-commerce,Netherlands,Western Europe,EMP00187,2025-08-07,Revenue,"6,825.36",EUR,Project Orion
EMEA,Retail,Portugal,Southern Europe,,2025-08-07,Other Costs,462.60,EUR,Project Zenith
AMER,E-commerce,United States,North America,EMP00124,2025-08-07,Wages Cost,"5,985.90",USD,Project Atlas
APAC,Finance,Japan,East Asia,,2025-08-07,Other Costs,"154,267.62",JPY,Project Nimbus
APAC,HR,Japan,East Asia,,2025-08-07,Budget,"797,919.26",JPY,Project Nimbus
APAC,Retail,Singapore,Southeast Asia,,2025-08-07,Other Costs,"2,071.06",SGD,Project Nimbus
AMER,IT Services,Argentina,South America,,2025-08-07,Other Costs,"692,838.29",ARS,Project Vega
AMER,HR,Brazil,South America,,2025-08-07,Budget,"10,194.72",BRL,Project Zenith
AMER,Marketing,Brazil,South America,,2025-08-07,Budget,"4,781.49",BRL,Project Titan
EMEA,IT Services,Italy,Southern Europe,EMP00284,2025-08-07,Revenue,"19,247.43",EUR,Project Falcon
AMER,Retail,United States,North America,,2025-08-07,Budget,"4,463.19",USD,Project Vega
AMER,Marketing,United States,North America,EMP00035,2025-08-07,Revenue,"9,098.12",USD,Project Aurora
AMER,Marketing,Argentina,South America,EMP00185,2025-08-07,Wages Cost,"981,314.18",ARS,Project Horizon
APAC,IT Services,India,South Asia,EMP00327,2025-08-07,Wages Cost,"71,673.67",INR,Project Aurora
AMER,Retail,United States,North America,,2025-08-07,Budget,"9,591.51",USD,Project Nimbus
EMEA,Finance,Germany,Western Europe,,2025-08-07,Other Costs,"1,059.14",EUR,Project Titan
EMEA,Finance,Netherlands,Western Europe,EMP00067,2025-08-07,Wages Cost,"5,665.84",EUR,Project Vega
EMEA,IT Services,Spain,Southern Europe,EMP00042,2025-08-07,Wages Cost,"2,439.19",EUR,Project Zenith
APAC,Wholesale,Singapore,Southeast Asia,,2025-08-07,Budget,"3,727.31",SGD,Project Horizon
AMER,Logistics,United States,North America,,2025-08-07,Budget,"8,922.86",USD,Project Aurora
AMER,Marketing,Canada,North America,,2025-08-07,Budget,"12,634.42",CAD,Project Zenith
EMEA,HR,Germany,Western Europe,,2025-08-07,Budget,"15,237.14",EUR,Project Atlas
APAC,HR,China,East Asia,,2025-08-08,Budget,"5,800.38",CNY,Project Aurora
EMEA,Marketing,Netherlands,Western Europe,,2025-08-08,Budget,"7,139.67",EUR,Project Falcon
AMER,Logistics,Mexico,North America,EMP00093,2025-08-08,Wages Cost,"26,273.54",MXN,Project Orion
AMER,Finance,United States,North America,,2025-08-08,Budget,"10,718.59",USD,Project Atlas
EMEA,E-commerce,Spain,Southern Europe,,2025-08-08,Budget,"13,293.45",EUR,Project Vega
EMEA,Logistics,Germany,Western Europe,,2025-08-08,Other Costs,"2,675.28",EUR,Project Nimbus
APAC,Wholesale,China,East Asia,EMP00150,2025-08-08,Revenue,"54,126.78",CNY,Project Atlas
AMER,Marketing,Canada,North America,,2025-08-08,Budget,"25,380.79",CAD,Project Orion
EMEA,Marketing,Spain,Southern Europe,,2025-08-08,Budget,919.88,EUR,Project Orion
APAC,E-commerce,India,South Asia,EMP00016,2025-08-08,Revenue,"1,035,673.78",INR,Project Horizon
EMEA,Finance,Netherlands,Western Europe,,2025-08-08,Budget,"8,440.30",EUR,Project Vega
APAC,Retail,Singapore,Southeast Asia,,2025-08-08,Budget,"9,279.56",SGD,Project Titan
EMEA,Wholesale,Portugal,Southern Europe,EMP00194,2025-08-08,Wages Cost,"2,392.45",EUR,Project Vega
EMEA,Retail,France,Western Europe,,2025-08-08,Budget,"3,358.00",EUR,Project Titan
APAC,Retail,Japan,East Asia,,2025-08-08,Budget,"2,194,238.29",JPY,Project Falcon
APAC,Logistics,India,South Asia,EMP00202,2025-08-08,Revenue,"614,599.98",INR,Project Atlas
APAC,IT Services,Japan,East Asia,,2025-08-08,Budget,"680,487.50",JPY,Project Nimbus
EMEA,E-commerce,Germany,Western Europe,,2025-08-08,Budget,"8,817.55",EUR,Project Horizon
AMER,E-commerce,Canada,North America,,2025-08-08,Budget,"5,915.71",CAD,Project Zenith
APAC,IT Services,Japan,East Asia,,2025-08-08,Budget,"1,152,183.54",JPY,Project Zenith
APAC,IT Services,Japan,East Asia,,2025-08-08,Other Costs,"279,338.01",JPY,Project Zenith
EMEA,E-commerce,Spain,Southern Europe,EMP00169,2025-08-08,Wages Cost,"3,186.89",EUR,Project Falcon
AMER,Finance,Canada,North America,EMP00280,2025-08-08,Wages Cost,"10,289.34",CAD,Project Orion
AMER,HR,Mexico,North America,,2025-08-08,Other Costs,"3,721.61",MXN,Project Orion
AMER,Wholesale,Mexico,North America,EMP00253,2025-08-08,Revenue,"77,107.30",MXN,Project Falcon
APAC,Retail,China,East Asia,EMP00254,2025-08-08,Wages Cost,"20,485.29",CNY,Project Orion
AMER,Retail,Brazil,South America,,2025-08-08,Other Costs,"5,038.20",BRL,Project Atlas
APAC,Finance,India,South Asia,EMP00089,2025-08-08,Wages Cost,"37,025.12",INR,Project Orion
AMER,IT Services,United States,North America,,2025-08-08,Budget,"37,290.38",USD,Project Titan
AMER,E-commerce,Canada,North America,EMP00081,2025-08-08,Wages Cost,"14,033.54",CAD,Project Aurora
AMER,Logistics,Canada,North America,,2025-08-08,Budget,"8,840.20",CAD,Project Aurora
EMEA,Marketing,Italy,Southern Europe,,2025-08-08,Other Costs,843.81,EUR,Project Nimbus
AMER,Logistics,Mexico,North America,,2025-08-08,Budget,"47,400.54",MXN,Project Zenith
EMEA,IT Services,France,Western Europe,EMP00146,2025-08-08,Wages Cost,"3,646.11",EUR,Project Aurora
AMER,HR,Brazil,South America,,2025-08-08,Budget,"25,465.16",BRL,Project Horizon
APAC,Finance,Australia,Oceania,,2025-08-08,Budget,"4,521.39",AUD,Project Titan
APAC,Retail,China,East Asia,,2025-08-08,Other Costs,"7,504.88",CNY,Project Orion
AMER,Finance,Brazil,South America,,2025-08-08,Budget,"3,859.05",BRL,Project Orion
EMEA,Marketing,United Kingdom,Northern Europe,,2025-08-08,Other Costs,869.58,GBP,Project Atlas
EMEA,Retail,Spain,Southern Europe,,2025-08-08,Budget,"2,968.37",EUR,Project Nova
AMER,Marketing,Mexico,North America,EMP00131,2025-08-08,Revenue,"120,482.10",MXN,Project Orion
AMER,Wholesale,Mexico,North America,,2025-08-08,Other Costs,"3,625.53",MXN,Project Horizon
APAC,Retail,Japan,East Asia,,2025-08-08,Budget,"222,390.29",JPY,Project Orion
APAC,Logistics,Japan,East Asia,EMP00263,2025-08-08,Wages Cost,"378,613.73",JPY,Project Zenith
AMER,HR,Canada,North America,,2025-08-08,Budget,"16,891.04",CAD,Project Zenith
AMER,E-commerce,Canada,North America,EMP00061,2025-08-08,Wages Cost,"5,986.02",CAD,Project Horizon
AMER,Retail,Mexico,North America,,2025-08-08,Budget,"44,156.30",MXN,Project Titan
EMEA,Finance,Germany,Western Europe,EMP00252,2025-08-08,Wages Cost,"1,140.23",EUR,Project Titan
EMEA,IT Services,Portugal,Southern Europe,EMP00294,2025-08-08,Revenue,"17,864.90",EUR,Project Nova
EMEA,Retail,Spain,Southern Europe,EMP00234,2025-08-08,Revenue,"5,356.80",EUR,Project Vega
EMEA,Marketing,Portugal,Southern Europe,EMP00151,2025-08-08,Revenue,"8,400.30",EUR,Project Vega
APAC,HR,India,South Asia,EMP00057,2025-08-08,Wages Cost,"34,486.51",INR,Project Nova
EMEA,Finance,United Kingdom,Northern Europe,,2025-08-08,Budget,"7,034.69",GBP,Project Titan
AMER,Retail,Canada,North America,EMP00314,2025-08-08,Revenue,"6,595.50",CAD,Project Atlas
AMER,Finance,Brazil,South America,,2025-08-08,Other Costs,"1,456.34",BRL,Project Orion
AMER,Marketing,Mexico,North America,,2025-08-08,Budget,"20,776.88",MXN,Project Orion
APAC,Retail,India,South Asia,,2025-08-08,Budget,"258,361.69",INR,Project Vega
EMEA,Wholesale,Italy,Southern Europe,,2025-08-08,Budget,"6,016.09",EUR,Project Zenith
AMER,Logistics,Canada,North America,,2025-08-08,Other Costs,"1,356.55",CAD,Project Titan
AMER,Retail,Brazil,South America,,2025-08-08,Budget,"7,025.52",BRL,Project Orion
EMEA,Finance,Netherlands,Western Europe,,2025-08-08,Other Costs,"2,677.39",EUR,Project Falcon
AMER,E-commerce,Argentina,South America,,2025-08-08,Budget,"3,620,748.98",ARS,Project Titan
APAC,Finance,Japan,East Asia,,2025-08-08,Budget,"764,669.51",JPY,Project Nimbus
EMEA,Retail,United Kingdom,Northern Europe,,2025-08-08,Budget,"3,669.39",GBP,Project Nimbus
EMEA,Retail,United Kingdom,Northern Europe,,2025-08-08,Other Costs,"1,624.71",GBP,Project Aurora
APAC,Logistics,India,South Asia,,2025-08-08,Budget,"202,782.07",INR,Project Vega
EMEA,Logistics,Portugal,Southern Europe,,2025-08-08,Budget,"1,389.51",EUR,Project Nova
EMEA,Marketing,France,Western Europe,,2025-08-09,Other Costs,"1,765.84",EUR,Project Zenith
APAC,Retail,Australia,Oceania,,2025-08-09,Budget,"12,784.95",AUD,Project Nova
AMER,Wholesale,United States,North America,,2025-08-09,Budget,"19,068.15",USD,Project Atlas
EMEA,Marketing,Germany,Western Europe,,2025-08-09,Budget,"2,069.97",EUR,Project Atlas
EMEA,Finance,France,Western Europe,,2025-08-09,Budget,"5,574.97",EUR,Project Atlas
EMEA,Wholesale,United Kingdom,Northern Europe,EMP00027,2025-08-09,Revenue,"7,297.64",GBP,Project Titan
AMER,HR,United States,North America,,2025-08-09,Budget,"6,480.95",USD,Project Orion
EMEA,Marketing,France,Western Europe,,2025-08-09,Budget,"5,683.12",EUR,Project Zenith
APAC,Marketing,Japan,East Asia,,2025-08-09,Budget,"826,665.51",JPY,Project Aurora
AMER,E-commerce,Argentina,South America,,2025-08-09,Budget,"1,391,237.89",ARS,Project Aurora
AMER,E-commerce,Canada,North America,EMP00081,2025-08-09,Revenue,"17,475.65",CAD,Project Aurora
EMEA,Retail,United Kingdom,Northern Europe,,2025-08-09,Budget,"2,221.68",GBP,Project Aurora
EMEA,E-commerce,Portugal,Southern Europe,,2025-08-09,Budget,537.53,EUR,Project Atlas
EMEA,HR,France,Western Europe,EMP00071,2025-08-09,Wages Cost,"3,888.52",EUR,Project Nimbus
EMEA,Wholesale,United Kingdom,Northern Europe,,2025-08-09,Budget,"7,846.82",GBP,Project Nimbus
APAC,Retail,Singapore,Southeast Asia,,2025-08-09,Budget,"7,468.18",SGD,Project Nimbus
EMEA,IT Services,Netherlands,Western Europe,EMP00223,2025-08-09,Wages Cost,"11,002.56",EUR,Project Titan
APAC,Logistics,Singapore,Southeast Asia,,2025-08-09,Other Costs,"7,558.11",SGD,Project Vega
EMEA,Retail,Italy,Southern Europe,,2025-08-09,Budget,"8,982.93",EUR,Project Titan
AMER,Retail,Canada,North America,,2025-08-09,Other Costs,"1,478.26",CAD,Project Horizon
AMER,Wholesale,Canada,North America,,2025-08-09,Budget,"7,189.44",CAD,Project Titan
AMER,E-commerce,Mexico,North America,,2025-08-09,Budget,"45,416.31",MXN,Project Atlas
AMER,Logistics,United States,North America,,2025-08-09,Budget,"32,779.56",USD,Project Nova
APAC,Logistics,India,South Asia,EMP00191,2025-08-09,Wages Cost,"42,096.70",INR,Project Orion
EMEA,Retail,Netherlands,Western Europe,,2025-08-09,Budget,"4,548.87",EUR,PROJECT NIMBUS
APAC,Retail,China,East Asia,EMP00254,2025-08-09,Revenue,"16,689.64",CNY,Project Orion
EMEA,Retail,United Kingdom,Northern Europe,EMP00330,2025-08-09,Revenue,"1,692.95",GBP,Project Nimbus
EMEA,Finance,Spain,Southern Europe,,2025-08-09,Other Costs,"1,262.05",EUR,Project  Atlas
EMEA,Finance,United Kingdom,Northern Europe,,2025-08-09,Budget,"3,719.98",GBP,Project Falcon
AMER,Wholesale,United States,North America,EMP00055,2025-08-09,Revenue,"6,962.93",USD,Project Atlas
APAC,Retail,India,South Asia,,2025-08-09,Budget,"143,997.77",INR,Project Zenith
EMEA,Marketing,United Kingdom,Northern Europe,,2025-08-09,Budget,"2,826.35",GBP,Project Atlas
EMEA,Logistics,Spain,Southern Europe,,2025-08-09,Budget,"12,440.10",EUR,Project Horizon
APAC,Logistics,China,East Asia,,2025-08-09,Budget,"11,356.72",CNY,Project Horizon
APAC,Retail,India,South Asia,EMP00133,2025-08-09,Revenue,"244,886.11",INR,Project Zenith
AMER,HR,United States,North America,,2025-08-09,Other Costs,"4,984.07",USD,Project Falcon
AMER,Marketing,United States,North America,EMP00035,2025-08-09,Wages Cost,"10,910.11",USD,Project Aurora
APAC,E-commerce,India,South Asia,,2025-08-09,Budget,"112,224.86",INR,Project Nimbus
APAC,E-commerce,Japan,East Asia,EMP00323,2025-08-09,Revenue,"1,981,070.78",JPY,Project Titan
AMER,IT Services,Argentina,South America,EMP00098,2025-08-09,Wages Cost,"1,221,098.87",ARS,Project Atlas
APAC,Finance,Australia,Oceania,EMP00230,2025-08-09,Wages Cost,"3,997.47",AUD,Project Titan
APAC,Logistics,India,South Asia,EMP00322,2025-08-09,Wages Cost,"113,771.35",INR,Project Vega
APAC,Retail,Australia,Oceania,,2025-08-09,Budget,"12,212.15",AUD,Project Atlas
APAC,Logistics,China,East Asia,,2025-08-09,Budget,"17,832.72",CNY,Project Titan
AMER,Retail,Argentina,South America,,2025-08-09,Budget,"2,774,136.27",ARS,Project Falcon
EMEA,E-commerce,Netherlands,Western Europe,EMP00187,2025-08-09,Wages Cost,"2,827.01",EUR,Project Orion
EMEA,IT Services,Italy,Southern Europe,,2025-08-09,Budget,"5,040.63",EUR,Project Falcon
AMER,Retail,United States,North America,,2025-08-09,Budget,"8,738.26",USD,Project Horizon
APAC,Retail,Australia,Oceania,,2025-08-09,Budget,"5,294.35",AUD,Project Titan
EMEA,Logistics,United Kingdom,Northern Europe,,2025-08-09,Budget,"4,063.76",GBP,Project Aurora
EMEA,Retail,Netherlands,Western Europe,,2025-08-09,Budget,"5,594.64",EUR,Project Nova
EMEA,Retail,France,Western Europe,,2025-08-10,Other Costs,"1,158.95",EUR,Project Titan
EMEA,Marketing,United Kingdom,Northern Europe,,2025-08-10,Budget,"8,697.01",GBP,Project Orion
APAC,Finance,China,East Asia,,2025-08-10,Budget,"19,338.20",CNY,Project Orion
APAC,Retail,Japan,East Asia,,2025-08-10,Other Costs,"1,008,108.08",JPY,Project Falcon
APAC,Logistics,Australia,Oceania,EMP00321,2025-08-10,Wages Cost,"8,353.81",AUD,Project Zenith
EMEA,Marketing,Germany,Western Europe,EMP00011,2025-08-10,Revenue,"8,308.16",EUR,Project Falcon
EMEA,Retail,Italy,Southern Europe,EMP00119,2025-08-10,Revenue,"2,137.40",EUR,Project Horizon
EMEA,Retail,France,Western Europe,,2025-08-10,Budget,"4,084.26",EUR,Project Nimbus
AMER,Marketing,Mexico,North America,EMP00177,2025-08-10,Wages Cost,"33,507.82",MXN,Project Falcon
EMEA,Marketing,United Kingdom,Northern Europe,,2025-08-10,Budget,"3,334.72",GBP,Project Nova
AMER,Finance,Brazil,South America,EMP00121,2025-08-10,Wages Cost,"15,344.86",BRL,Project Nimbus
APAC,Retail,China,East Asia,,2025-08-10,Budget,"11,258.26",CNY,Project Atlas
AMER,HR,Brazil,South America,,2025-08-10,Budget,"26,622.98",BRL,Project Atlas
AMER,Wholesale,Mexico,North America,EMP00106,2025-08-10,Wages Cost,"16,344.33",MXN,Project Nova
APAC,Logistics,India,South Asia,,2025-08-10,Budget,"67,516.09",INR,Project Nimbus
EMEA,Logistics,Italy,Southern Europe,EMP00085,2025-08-10,Revenue,"7,367.89",EUR,Project Horizon
EMEA,Marketing,Italy,Southern Europe,,2025-08-10,Budget,"4,318.75",EUR,Project Nova
APAC,Retail,India,South Asia,,2025-08-10,Other Costs,"36,699.79",INR,Project Zenith
EMEA,E-commerce,Spain,Southern Europe,,2025-08-10,Other Costs,"1,480.26",EUR,Project Falcon
APAC,Retail,China,East Asia,,2025-08-10,Budget,"28,449.28",CNY,Project Orion
AMER,Wholesale,Mexico,North America,,2025-08-10,Other Costs,"4,336.00",MXN,Project Nova
AMER,HR,United States,North America,,2025-08-10,Budget,"22,437.02",USD,Project Falcon
EMEA,Wholesale,Italy,Southern Europe,,2025-08-10,Other Costs,"2,104.39",EUR,Project Zenith
EMEA,HR,United Kingdom,Northern Europe,EMP00088,2025-08-10,Wages Cost,"3,692.27",GBP,Project Nova
EMEA,E-commerce,Spain,Southern Europe,EMP00258,2025-08-10,Wages Cost,"8,908.17",EUR,Project Vega
EMEA,IT Services,Spain,Southern Europe,,2025-08-10,Other Costs,"1,473.35",EUR,Project Atlas
APAC,HR,India,South Asia,,2025-08-10,Budget,"49,882.97",INR,Project Nova
APAC,Logistics,India,South Asia,EMP00154,2025-08-10,Revenue,"428,929.55",INR,Project Nimbus
APAC,Wholesale,China,East Asia,EMP00010,2025-08-10,Revenue,"66,747.65",CNY,Project Atlas
AMER,Logistics,Argentina,South America,EMP00207,2025-08-10,Revenue,"4,836,430.83",ARS,Project Nova
AMER,Wholesale,United States,North America,EMP00281,2025-08-10,Revenue,"5,237.33",USD,Project Falcon
AMER,Retail,United States,North America,EMP00022,2025-08-10,Wages Cost,"3,907.50",USD,Project Orion
APAC,IT Services,Japan,East Asia,EMP00051,2025-08-10,Wages Cost,"849,798.54",JPY,Project Zenith
AMER,Marketing,Mexico,North America,,2025-08-10,Other Costs,"7,616.49",MXN,Project Zenith
AMER,Retail,United States,North America,EMP00004,2025-08-10,Revenue,"5,534.62",USD,Project Nimbus
AMER,Wholesale,Mexico,North America,EMP00073,2025-08-10,Wages Cost,"11,319.14",MXN,Project Horizon
AMER,IT Services,Mexico,North America,,2025-08-10,Budget,"88,062.18",MXN,Project Nova
AMER,Wholesale,Argentina,South America,,2025-08-10,Budget,"2,305,527.28",ARS,Project Titan
APAC,HR,China,East Asia,,2025-08-10,Budget,"26,341.44",CNY,Project Vega
AMER,E-commerce,United States,North America,,2025-08-10,Budget,"5,513.79",USD,Project Vega
APAC,E-commerce,India,South Asia,,2025-08-10,Budget,"119,718.32",INR,Project Horizon
APAC,E-commerce,Japan,East Asia,,2025-08-10,Budget,"417,697.33",JPY,Project Titan
APAC,Logistics,Singapore,Southeast Asia,EMP00315,2025-08-10,Wages Cost,"25,012.59",SGD,Project Horizon
APAC,Logistics,China,East Asia,EMP00117,2025-08-10,Revenue,"64,095.62",CNY,Project Horizon
EMEA,Retail,France,Western Europe,EMP00040,2025-08-10,Revenue,"3,703.78",EUR,Project Zenith
AMER,Finance,Canada,North America,,2025-08-10,Other Costs,"2,689.16",CAD,Project Orion
APAC,Retail,Japan,East Asia,,2025-08-10,Other Costs,"123,330.75",JPY,Project Vega
AMER,Wholesale,Mexico,North America,EMP00083,2025-08-10,Revenue,"185,718.77",MXN,Project Nimbus
APAC,Marketing,China,East Asia,,2025-08-10,Budget,"20,272.56",CNY,Project Vega
AMER,Marketing,Mexico,North America,EMP00155,2025-08-10,Wages Cost,"24,770.89",MXN,Project Vega
EMEA,Retail,United Kingdom,Northern Europe,EMP00278,2025-08-10,Wages Cost,"4,336.24",GBP,Project Aurora
EMEA,Wholesale,Portugal,Southern Europe,,2025-08-10,Other Costs,632.32,EUR,Project Vega
AMER,Wholesale,Mexico,North America,,2025-08-10,Other Costs,"2,777.34",MXN,Project Falcon
APAC,Marketing,Singapore,Southeast Asia,,2025-08-10,Budget,"35,298.16",SGD,Project Orion
APAC,IT Services,India,South Asia,,2025-08-10,Budget,"139,721.53",INR,Project Falcon
EMEA,IT Services,Germany,Western Europe,,2025-08-10,Budget,"24,232.72",EUR,Project Nova
EMEA,Logistics,Portugal,Southern Europe,,2025-08-10,Other Costs,"1,293.70",EUR,Project Falcon
APAC,Wholesale,China,East Asia,,2025-08-10,Budget,"18,011.34",CNY,Project Vega
AMER,Marketing,United States,North America,,2025-08-10,Budget,"14,756.10",USD,Project Aurora
APAC,Wholesale,Japan,East Asia,EMP00107,2025-08-10,Revenue,"1,003,594.41",JPY,Project Zenith
EMEA,Retail,France,Western Europe,,2025-08-10,Other Costs,"2,036.07",EUR,Project Zenith
APAC,Finance,India,South Asia,,2025-08-10,Budget,"97,293.79",INR,Project Nova
EMEA,Retail,United Kingdom,Northern Europe,,2025-08-10,Other Costs,"2,384.71",GBP,Project Falcon
EMEA,Retail,United Kingdom,Northern Europe,,2025-08-10,Budget,"7,161.50",GBP,Project Falcon
EMEA,HR,United Kingdom,Northern Europe,,2025-08-10,Budget,"1,684.05",GBP,Project Vega
EMEA,Finance,Portugal,Southern Europe,,2025-08-11,Other Costs,980.02,EUR,Project Zenith
EMEA,Retail,Portugal,Southern Europe,EMP00265,2025-08-11,Revenue,"4,390.70",eur,Project Zenith
APAC,E-commerce,Australia,Oceania,,2025-08-11,Other Costs,"1,862.00",AUD,Project Atlas
EMEA,Retail,France,Western Europe,EMP00260,2025-08-11,Revenue,"3,538.54",EUR,Project Nimbus
AMER,Finance,Brazil,South America,EMP00139,2025-08-11,Wages Cost,"5,234.22",BRL,Project Titan
APAC,HR,China,East Asia,EMP00032,2025-08-11,Wages Cost,"37,968.72",CNY,Project Atlas
AMER,Wholesale,Canada,North America,EMP00171,2025-08-11,Revenue,"10,956.47",CAD,Project Zenith
APAC,Marketing,China,East Asia,EMP00286,2025-08-11,Revenue,"62,842.35",CNY,Project Nimbus
APAC,Retail,India,South Asia,EMP00105,2025-08-11,Wages Cost,"95,452.06",INR,Project Aurora
AMER,Logistics,Canada,North America,EMP00056,2025-08-11,Revenue,"9,787.27",CAD,Project Aurora
EMEA,Retail,Spain,Southern Europe,EMP00130,2025-08-11,Revenue,"5,228.28",EUR,Project Nova
EMEA,E-commerce,Spain,Southern Europe,EMP00142,2025-08-11,Wages Cost,"3,245.03",EUR,Project Falcon
AMER,E-commerce,Mexico,North America,EMP00045,2025-08-11,Revenue,"213,065.27",MXN,Project Atlas
APAC,Retail,India,South Asia,,2025-08-11,Other Costs,"32,713.81",INR,Project Aurora
APAC,Marketing,Australia,Oceania,EMP00063,2025-08-11,Wages Cost,"5,903.54",AUD,Project Falcon
EMEA,IT Services,France,Western Europe,,2025-08-11,Other Costs,"2,133.66",EUR,PROJECT FALCON
EMEA,E-commerce,Spain,Southern Europe,EMP00258,2025-08-11,Revenue,"10,586.75",EUR,Project Vega
EMEA,E-commerce,Spain,Southern Europe,EMP00142,2025-08-11,Revenue,"10,347.23",EUR,Project Falcon
AMER,HR,Brazil,South America,EMP00145,2025-08-11,Wages Cost,"7,416.41",BRL,Project Atlas
AMER,Logistics,Mexico,North America,,2025-08-11,Other Costs,"6,124.57",MXN,Project Orion
EMEA,Marketing,United Kingdom,Northern Europe,EMP00120,2025-08-11,Revenue,"6,374.67",GBP,Project Titan
EMEA,Marketing,France,Western Europe,EMP00335,2025-08-12,Revenue,"12,139.40",EUR,Project Falcon
AMER,E-commerce,Argentina,South America,EMP00140,2025-08-12,Wages Cost,"1,201,628.11",ARS,Project Aurora
