employee_id,Grade,contract_type,date,project,hour_type,hours
EMP00273,Junior,Fixed-term,2025-10-01,Project Falcon,Billable,99.6
EMP00020,Senior Manager,Permanent,2025-10-01,Project Horizon,Non-Billable,72.9
EMP00013,Analyst,Part-time,2025-10-01,Project Atlas,Billable,56.7
EMP00240,Senior Analyst,Permanent,2025-10-01,Project Titan,Billable,131.6
EMP00054,Senior Analyst,Fixed-term,2025-10-01,Project Titan,Billable,57.3
EMP00298,Junior,Freelancer,2025-10-01,Project Atlas,Non-Billable,82.2
EMP00146,Analyst,Permanent,2025-10-01,Project Aurora,Billable,129.0
EMP00329,Analyst,Permanent,2025-10-01,Project Falcon,Billable,55.3
EMP00009,Manager,Freelancer,2025-10-01,Project Nova,Annual Leave,36.3
EMP00147,Senior Analyst,Fixed-term,2025-10-01,Project Horizon,Annual Leave,11.4
EMP00256,Manager,Part-time,2025-10-01,Project Atlas,Non-Billable,78.1
EMP00149,Senior Analyst,Permanent,2025-10-01,Project Falcon,Non-Billable,154.4
EMP00115,Junior,Permanent,2025-10-01,Project Vega,Billable,55.1
EMP00023,Junior,Permanent,2025-10-01, Project Aurora,Billable,89.0
EMP00240,Senior Analyst,Permanent,2025-10-01,Project Titan,Non-Billable,37.8
EMP00153,Analyst,Part-time,2025-10-01,Project Zenith,Billable,29.9
EMP00121,Senior Analyst,Contractor,2025-10-01,Project Nimbus,Non-Billable,149.1
EMP00295,Junior,Part-time,2025-10-01,Project Zenith,Non-Billable,101.6
EMP00128,Manager,Fixed-term,2025-10-01,Project Vega,Non-Billable,110.0
EMP00332,Senior Analyst,Permanent,2025-10-01,Project Falcon,Non-Billable,75.7
EMP00026,Analyst,Permanent,2025-10-01,Project Nimbus,Non-Billable,116.5
EMP00093,Analyst,Fixed-term,2025-10-01,Project Orion,Billable,19.2
EMP00231,Intern,Fixed-term,2025-10-01,Project Atlas,Non-Billable,122.4
EMP00031,Manager,Contractor,2025-10-01,Project Nimbus,Non-Billable,69.4
EMP00218,Analyst,Fixed-term,2025-10-01,Project Nimbus,Annual Leave,20.2
EMP00254,Manager,Freelancer,2025-10-01,Project Orion,Billable,10.3
EMP00316,Analyst,Permanent,2025-10-01,Project Titan,Non-Billable,130.3
EMP00228,Manager,Part-time,2025-10-01,Project Nimbus,Billable,65.9
EMP00006,Analyst,Contractor,2025-10-01,Project Zenith,Non-Billable,86.4
EMP00068,Junior,Freelancer,2025-10-01,Project Vega,Billable,39.1
EMP00323,Analyst,Permanent,2025-10-01,Project Titan,Non-Billable,78.2
EMP00198,Senior Manager,Freelancer,2025-10-01,Project Atlas,Non-Billable,130.6
EMP00142,Analyst,Permanent,2025-10-01,Project Falcon,Billable,88.3
EMP00011,Executive,Permanent,2025-10-01,Project Falcon,Non-Billable,91.4
EMP00235,Analyst,Fixed-term,2025-10-01,Project Falcon,Billable,41.3
EMP00308,Senior Analyst,Part-time,2025-10-01,Project Orion,Non-Billable,15.5
EMP00269,Intern,Fixed-term,2025-10-01,Project Nimbus,Billable,58.9
EMP00062,Senior Analyst,Permanent,2025-10-01,Project Nova,Billable,45.5
EMP00073,Intern,Part-time,2025-10-01,Project Horizon,Non-Billable,49.9
EMP00014,Senior Manager,Contractor,2025-10-01,Project Horizon,Billable,76.6
EMP00061,Analyst,Permanent,2025-10-01,Project Horizon,Non-Billable,58.5
EMP00200,Senior Manager,Fixed-term,2025-10-01,Project Vega,Annual Leave,27.3
EMP00114,Junior,Part-time,2025-10-01,Project Vega,Non-Billable,97.7
EMP00286,Analyst,Fixed-term,2025-10-01,Project Nimbus,Non-Billable,86.5
EMP00252,Intern,Part-time,2025-10-01,Project Titan,Non-Billable,95.3
EMP00037,Analyst,Fixed-term,2025-10-01,Project Orion,Billable,15.3
EMP00335,Senior Analyst,Permanent,2025-10-01,Project Falcon,Annual Leave,33.7
EMP00261,Analyst,Part-time,2025-10-01,Project Titan,Annual Leave,25.6
EMP00065,Director,Fixed-term,2025-10-01,Project Aurora,Non-Billable,165.4
EMP00160,Junior,Contractor,2025-10-01,Project Atlas,Billable,121.1
EMP00268,Senior Analyst,Permanent,2025-10-01,Project Horizon,Non-Billable,131.6
EMP00329,Analyst,Permanent,2025-10-01,Project Falcon,Non-Billable,103.3
EMP00021,Senior Analyst,Fixed-term,2025-10-01,Project Horizon,Billable,109.7
EMP00042,Junior,Permanent,2025-10-01,Project Zenith,Non-Billable,35.5
EMP00007,Junior,Permanent,2025-10-01,Project Vega,Non-Billable,165.8
EMP00183,Intern,Permanent,2025-10-01,Project Orion,Non-Billable,56.4
EMP00155,Junior,Permanent,2025-10-01,Project Vega,Billable,78.9
EMP00072,Senior Analyst,Permanent,2025-10-01,Project Titan,Non-Billable,168.6
EMP00322,Senior Analyst,Part-time,2025-10-01,Project Vega,Non-Billable,59.9
EMP00251,Director,Fixed-term,2025-10-01,Project Falcon,Billable,76.8
EMP00331,Senior Analyst,Permanent,2025-10-01,Project Aurora,Billable,43.3
EMP00328,Analyst,Permanent,2025-10-01,Project Falcon,Billable,70.0
EMP00047,Senior Analyst,Part-time,2025-10-01,Project Zenith,Non-Billable,67.1
EMP00184,Junior,Permanent,2025-10-01,Project Falcon,Billable,80.2
EMP00320,Junior,Part-time,2025-10-01,Project Aurora,Non-Billable,51.9
EMP00235,Analyst,Fixed-term,2025-10-01,Project Falcon,Non-Billable,128.8
EMP00085,Junior,Permanent,2025-10-01,Project Horizon,Billable,49.9
EMP00234,Analyst,Permanent,2025-10-01,Project Vega,Non-Billable,128.5
EMP00124,Analyst,Permanent,2025-10-01,Project Atlas,Non-Billable,81.7
EMP00036,Senior Manager,Permanent,2025-10-01,Project Nimbus,Billable,67.9
EMP00322,Senior Analyst,Part-time,2025-10-01,Project Vega,Billable,40.5
EMP00293,Manager,Fixed-term,2025-10-01,Project Aurora,Non-Billable,89.1
EMP00009,Manager,Freelancer,2025-10-01,Project Nova,Non-Billable,23.2
EMP00300,Analyst,Fixed-term,2025-10-01,Project Nimbus,Billable,73.9
EMP00279,Analyst,Permanent,2025-10-01,Project Orion,Billable,30.3
EMP00315,Director,Permanent,2025-10-01,Project Horizon,Annual Leave,10.8
EMP00156,Analyst,Freelancer,2025-10-01,Project Atlas,Non-Billable,78.5
EMP00052,Analyst,Freelancer,2025-10-01,Project Falcon,Non-Billable,65.3
EMP00165,Executive,Permanent,2025-10-01,Project Orion,Non-Billable,25.0
EMP00293,Manager,Fixed-term,2025-10-01,Project Aurora,Billable,97.2
EMP00078,Analyst,Contractor,2025-10-01,Project Aurora,Billable,51.0
EMP00063,Junior,Permanent,2025-10-01,Project Falcon,Non-Billable,81.4
EMP00185,Junior,Part-time,2025-10-01,Project Horizon,Billable,52.6
EMP00040,Senior Analyst,Permanent,2025-10-01,Project Zenith,Billable,35.3
EMP00327,Intern,Fixed-term,2025-10-01,Project Aurora,Billable,122.2
EMP00095,Junior,Fixed-term,2025-10-01,Project Vega,Non-Billable,84.9
EMP00238,Intern,Permanent,2025-10-01,Project Nova,Annual Leave,12.3
EMP00206,Senior Analyst,Part-time,2025-10-01,Project Nimbus,Non-Billable,59.4
EMP00094,Senior Analyst,Contractor,2025-10-01,Project Vega,Billable,65.9
EMP00286,Analyst,Fixed-term,2025-10-01,Project Nimbus,Billable,81.7
EMP00175,Manager,Permanent,2025-10-01,Project Atlas,Non-Billable,91.5
EMP00191,Intern,Freelancer,2025-10-01,Project Orion,Billable,18.8
EMP00279,Analyst,Permanent,2025-10-01,Project Orion,Non-Billable,28.7
EMP00053,Senior Analyst,Permanent,2025-10-01,Project Nimbus,Billable,89.3
EMP00129,Analyst,Permanent,2025-10-01,Project Atlas,Billable,47.9
EMP00214,Senior Analyst,Freelancer,2025-10-01,Project Orion,Non-Billable,36.1
EMP00228,Manager,Part-time,2025-10-01,Project Nimbus,Non-Billable,30.0
EMP00057,Intern,Part-time,2025-10-01,Project Nova,Non-Billable,94.8
EMP00199,Junior,Fixed-term,2025-10-01,Project Titan,Non-Billable,78.5
EMP00002,Senior Analyst,Permanent,2025-10-01,Project Nimbus,Billable,126.1
EMP00334,Senior Analyst,Permanent,2025-10-01,Project Horizon,Non-Billable,164.0
EMP00161,Intern,Contractor,2025-10-01,Project Nova,Non-Billable,73.2
EMP00002,Senior Analyst,Permanent,2025-10-01,Project Nimbus,Non-Billable,40.8
EMP00035,Manager,Permanent,2025-10-01,Project Aurora,Non-Billable,91.7
EMP00067,Manager,Part-time,2025-10-01,Project Vega,Non-Billable,96.6
EMP00033,Director,Fixed-term,2025-10-01,Project Horizon,Billable,57.1
EMP00021,Senior Analyst,Fixed-term,2025-10-01,Project Horizon,Non-Billable,49.3
EMP00080,Analyst,Part-time,2025-10-01,Project Nova,Non-Billable,30.9
EMP00180,Analyst,Fixed-term,2025-10-01,Project Orion,Non-Billable,24.7
EMP00298,Junior,Freelancer,2025-10-01,Project Atlas,Billable,53.4
EMP00290,Analyst,Permanent,2025-10-01,Project Nimbus,Non-Billable,155.3
EMP00155,Junior,Permanent,2025-10-01,Project Vega,Non-Billable,97.2
EMP00276,Senior Analyst,Fixed-term,2025-10-01,Project Zenith,Non-Billable,133.9
EMP00142,Analyst,Permanent,2025-10-01,Project Falcon,Non-Billable,82.2
EMP00224,Senior Manager,Fixed-term,2025-10-01,Project Falcon,Annual Leave,39.9
EMP00244,Senior Analyst,Permanent,2025-10-01,Project Nimbus,Billable,97.3
EMP00158,Senior Analyst,Fixed-term,2025-10-01,Project Atlas,Non-Billable,163.5
EMP00264,Junior,Part-time,2025-10-01,Project Orion,Non-Billable,25.0
EMP00289,Junior,Fixed-term,2025-10-01,Project Nova,Non-Billable,163.7
EMP00058,Manager,Freelancer,2025-10-01,Project Zenith,Billable,74.8
EMP00059,Manager,Fixed-term,2025-10-01,Project Titan,Billable,45.0
EMP00332,Senior Analyst,Permanent,2025-10-01,Project Falcon,Billable,78.9
EMP00179,Analyst,Part-time,2025-10-01,Project Nimbus,Non-Billable,39.2
EMP00145,Junior,Permanent,2025-10-01,Project Atlas,Non-Billable,172.4
EMP00267,Intern,Freelancer,2025-10-01,Project Atlas,Non-Billable,80.3
EMP00192,Junior,Fixed-term,2025-10-01,Project Aurora,Non-Billable,173.2
EMP00250,Senior Manager,Fixed-term,2025-10-01,Project Zenith,Non-Billable,82.2
EMP00272,Senior Analyst,Contractor,2025-10-01,Project Zenith,Non-Billable,78.7
EMP00165,Executive,Permanent,2025-10-01,Project Orion,Billable,24.5
EMP00044,Director,Permanent,2025-10-01,Project Orion,Billable,25.7
EMP00154,Junior,Part-time,2025-10-01,Project Nimbus,Non-Billable,64.6
EMP00066,Senior Analyst,Permanent,2025-10-01,Project Falcon,Non-Billable,118.5
EMP00321,Manager,Part-time,2025-10-01,Project Zenith,Non-Billable,59.2
EMP00163,Senior Analyst,Part-time,2025-10-01,Project Aurora,Non-Billable,98.7
EMP00017,Analyst,Permanent,2025-10-01,Project Atlas,Non-Billable,157.4
EMP00242,Intern,Permanent,2025-10-01,Project Nova,Billable,71.9
EMP00044,Director,Permanent,2025-10-01,Project Orion,Non-Billable,27.3
EMP00159,Junior,Permanent,2025-10-01,Project Vega,Billable,52.5
EMP00213,Senior Analyst,Permanent,2025-10-01,Project Horizon,Billable,75.7
EMP00259,Manager,Freelancer,2025-10-01,Project Horizon,Annual Leave,36.4
EMP00241,Analyst,Permanent,2025-10-01,Project Titan,Non-Billable,87.6
EMP00248,Analyst,Contractor,2025-10-01,Project Nova,Non-Billable,80.8
EMP00090,Director,Permanent,2025-10-01,Project Nova,Non-Billable,88.8
EMP00032,Manager,Contractor,2025-10-01,Project Atlas,Non-Billable,152.3
EMP00266,Manager,Fixed-term,2025-10-01,Project Orion,Billable,15.3
EMP00223,Senior Manager,Permanent,2025-10-01,Project Titan,Annual Leave,26.8
EMP00118,Senior Analyst,Fixed-term,2025-10-01,Project Atlas,Non-Billable,95.1
EMP00043,Intern,Contractor,2025-10-01,Project Falcon,Non-Billable,69.3
EMP00064,Senior Analyst,Permanent,2025-10-01,Project Nimbus,Non-Billable,52.9
EMP00209,Junior,Permanent,2025-10-01,Project Aurora,Non-Billable,174.1
EMP00092,Senior Analyst,Permanent,2025-10-01,Project Orion,Billable,20.4
EMP00301,Analyst,Freelancer,2025-10-01,Project Vega,Non-Billable,71.7
EMP00171,Analyst,Permanent,2025-10-01,Project Zenith,Non-Billable,99.3
EMP00140,Intern,Permanent,2025-10-01,,Maternity Leave,13.9
EMP00028,Analyst,Permanent,2025-10-01,Project Vega,Non-Billable,173.1
EMP00008,Director,Permanent,2025-10-01,Project Nimbus,Billable,74.8
EMP00051,Senior Analyst,Contractor,2025-10-01,Project Zenith,Billable,97.6
EMP00098,Intern,Fixed-term,2025-10-01,Project Atlas,Annual Leave,28.5
EMP00088,Analyst,Contractor,2025-10-01,Project Nova,Non-Billable,143.1
EMP00022,Analyst,Permanent,2025-10-01,Project Orion,Annual Leave,9.3
EMP00029,Manager,Permanent,2025-10-01,Project Nimbus,Annual Leave,35.1
EMP00202,Junior,Permanent,2025-10-01,Project Atlas,Billable,68.1
EMP00081,Manager,Fixed-term,2025-10-01,Project Aurora,Non-Billable,62.9
EMP00307,Analyst,Part-time,2025-10-01,Project Horizon,Billable,17.7
EMP00152,Executive,Part-time,2025-10-01,Project Titan,Non-Billable,31.2
EMP00148,Junior,Permanent,2025-10-01,Project Nova,Billable,78.1
EMP00019,Senior Analyst,Permanent,2025-10-01,Project Zenith,Billable,80.9
EMP00093,Analyst,Fixed-term,2025-10-01,Project Orion,Non-Billable,40.5
EMP00016,Junior,Permanent,2025-10-01,Project Horizon,Non-Billable,76.4
EMP00068,Junior,Freelancer,2025-10-01,Project Vega,Non-Billable,100.7
EMP00237,Senior Manager,Fixed-term,2025-10-01,Project Falcon,Billable,41.3
EMP00010,Intern,Permanent,2025-10-01,Project Atlas,Non-Billable,83.0
EMP00012,Analyst,Fixed-term,2025-10-01,Project Nimbus,Non-Billable,93.4
EMP00276,Senior Analyst,Fixed-term,2025-10-01,Project Zenith,Billable,45.0
EMP00108,Junior,Permanent,2025-10-01,Project Titan,Billable,63.9
EMP00133,Analyst,Freelancer,2025-10-01,Project Zenith,Annual Leave,18.0
EMP00227,Junior,Fixed-term,2025-10-01,Project Atlas,Billable,88.8
EMP00250,Senior Manager,Fixed-term,2025-10-01,Project Zenith,Billable,86.2
EMP00152,Executive,Part-time,2025-10-01,Project Titan,Billable,50.2
EMP00105,Junior,Permanent,2025-10-01,Project Aurora,Non-Billable,122.7
EMP00175,Manager,Permanent,2025-10-01,Project Atlas,Billable,75.4
EMP00104,Junior,Permanent,2025-10-01,Project Falcon,Non-Billable,74.1
EMP00292,Senior Manager,Fixed-term,2025-10-01,Project Titan,Billable,95.5
EMP00036,Senior Manager,Permanent,2025-10-01,Project Nimbus,Non-Billable,96.3
EMP00105,Junior,Permanent,2025-10-01,Project Aurora,Billable,47.5
EMP00188,Analyst,Fixed-term,2025-10-01,Project Orion,Billable,22.3
EMP00140,Intern,Permanent,2025-10-01,Project Aurora,Non-Billable,72.9
EMP00230,Analyst,Part-time,2025-10-01,Project Titan,Non-Billable,100.4
EMP00280,Manager,Permanent,2025-10-01,Project Orion,Non-Billable,59.1
EMP00283,Director,Fixed-term,2025-10-01,Project Aurora,Non-Billable,85.8
EMP00321,Manager,Part-time,2025-10-01,Project Zenith,Billable,30.9
EMP00170,Analyst,Fixed-term,2025-10-01,Project Horizon,Annual Leave,15.9
EMP00049,Senior Manager,Fixed-term,2025-10-01,Project Vega,Non-Billable,33.1
EMP00172,Senior Analyst,Part-time,2025-10-01,Project Zenith,Non-Billable,92.8
EMP00035,Manager,Permanent,2025-10-01,Project Aurora,Billable,82.4
EMP00171,Analyst,Permanent,2025-10-01,Project Zenith,Billable,68.7
EMP00170,Analyst,Fixed-term,2025-10-01,Project Horizon,Non-Billable,159.7
EMP00212,Junior,Fixed-term,2025-10-01,Project Vega,Non-Billable,87.6
EMP00197,Junior,Permanent,2025-10-01,Project  Falcon,Non-Billable,92.2
EMP00133,Analyst,Freelancer,2025-10-01,Project Zenith,Non-Billable,85.4
EMP00330,Senior Analyst,Part-time,2025-10-01,Project Nimbus,Billable,21.8
EMP00056,Analyst,Permanent,2025-10-01,Project Aurora,Non-Billable,102.4
EMP00083,Intern,Permanent,2025-10-01,Project Nimbus,Billable,76.1
EMP00207,Analyst,Part-time,2025-10-01,Project Nova,Non-Billable,42.2
EMP00015,Manager,Freelancer,2025-10-01,Project Aurora,Billable,60.4
EMP00324,Junior,Permanent,2025-10-01,Project Falcon,Non-Billable,121.6
EMP00306,Junior,Permanent,2025-10-01,Project Vega,Non-Billable,165.0
EMP00282,Analyst,Fixed-term,2025-10-01,Project Aurora,Billable,69.1
EMP00025,Senior Analyst,Contractor,2025-10-01,Project Titan,Non-Billable,78.7
EMP00260,Analyst,Contractor,2025-10-01,Project Nimbus,Billable,41.5
EMP00106,Intern,Contractor,2025-10-01,Project Nova,Billable,64.4
EMP00118,Senior Analyst,Fixed-term,2025-10-01,Project Atlas,Billable,30.1
EMP00229,Intern,Contractor,2025-10-01,Project Aurora,Non-Billable,160.4
EMP00246,Manager,Part-time,2025-10-01,Project Zenith,Annual Leave,17.2
EMP00151,Analyst,Fixed-term,2025-10-01,Project Vega,Non-Billable,71.2
EMP00128,Manager,Fixed-term,2025-10-01,Project Vega,Billable,56.6
EMP00074,Junior,Permanent,2025-10-01,Project Horizon,Non-Billable,80.1
EMP00107,Senior Analyst,Contractor,2025-10-01,Project Zenith,Billable,55.3
EMP00143,Analyst,Permanent,2025-10-01,Project Orion,Non-Billable,36.6
EMP00110,Junior,Part-time,2025-10-01,Project Horizon,Non-Billable,57.2
EMP00051,Senior Analyst,Contractor,2025-10-01,Project Zenith,Non-Billable,48.9
EMP00113,Analyst,Permanent,2025-10-01,Project Atlas,Non-Billable,168.5
EMP00125,Senior Analyst,Fixed-term,2025-10-01,Project Titan,Non-Billable,118.9
EMP00060,Senior Analyst,Part-time,2025-10-01,Project Horizon,Billable,27.9
EMP00330,Senior Analyst,Part-time,2025-10-01,Project Nimbus,Non-Billable,71.2
EMP00194,Analyst,Freelancer,2025-10-01,Project Vega,Non-Billable,83.5
EMP00084,Senior Manager,Contractor,2025-10-01,Project Falcon,Non-Billable,142.3
EMP00204,Junior,Permanent,2025-10-01,Project Zenith,Billable,95.8
EMP00001,Junior,Part-time,2025-10-01,Project Atlas,Billable,46.2
EMP00161,Intern,Contractor,2025-10-01,Project Nova,Billable,70.1
EMP00169,Analyst,Fixed-term,2025-10-01,Project Falcon,Billable,96.5
EMP00115,Junior,Permanent,2025-10-01,Project Vega,Non-Billable,116.1
EMP00186,Junior,Part-time,2025-10-01,Project Orion,Non-Billable,40.0
EMP00060,Senior Analyst,Part-time,2025-10-01,Project Horizon,Non-Billable,73.1
EMP00079,Manager,Permanent,2025-10-01,Project Horizon,Billable,75.9
EMP00022,Analyst,Permanent,2025-10-01,Project Orion,Non-Billable,36.2
EMP00168,Junior,Permanent,2025-10-01,Project Atlas,Non-Billable,168.3
EMP00339,Manager,Contractor,2025-10-01,Project Nova,Non-Billable,153.7
EMP00098,Intern,Fixed-term,2025-10-01,Project Atlas,Billable,100.3
EMP00256,Manager,Part-time,2025-10-01,Project Atlas,Annual Leave,16.0
EMP00316,Analyst,Permanent,2025-10-01,Project Titan,Annual Leave,35.3
EMP00274,Junior,Freelancer,2025-10-01,Project Titan,Non-Billable,74.7
EMP00070,Junior,Permanent,2025-10-01,Project Nimbus,Non-Billable,88.6
EMP00037,Analyst,Fixed-term,2025-10-01,Project Orion,Non-Billable,38.7
EMP00004,Manager,Permanent,2025-10-01,Project Nimbus,Billable,42.7
EMP00204,Junior,Permanent,2025-10-01,Project Zenith,Non-Billable,70.2
EMP00323,Analyst,Permanent,2025-10-01,Project Titan,Billable,88.5
EMP00118,Senior Analyst,Fixed-term,2025-10-01,,Maternity Leave,39.7
EMP00270,Senior Analyst,Contractor,2025-10-01,Project Nimbus,Billable,85.5
EMP00299,Senior Analyst,Fixed-term,2025-10-01,Project Nova,Non-Billable,123.9
EMP00248,Analyst,Contractor,2025-10-01,Project Nova,Billable,68.3
EMP00166,Senior Analyst,Contractor,2025-10-01,Project Orion,Billable,16.6
EMP00271,Senior Analyst,Permanent,2025-10-01,Project Aurora,Non-Billable,156.0
EMP00275,Junior,Part-time,2025-10-01,Project Atlas,Billable,39.5
EMP00182,Analyst,Permanent,2025-10-01,Project Nimbus,Billable,49.2
EMP00123,Senior Analyst,Part-time,2025-10-01,Project Orion,Billable,20.0
EMP00062,Senior Analyst,Permanent,2025-10-01,Project Nova,Non-Billable,128.7
EMP00031,Manager,Contractor,2025-10-01,Project Nimbus,Annual Leave,14.5
EMP00231,Intern,Fixed-term,2025-10-01,Project Atlas,Billable,46.2
EMP00099,Analyst,Permanent,2025-10-01,Project Titan,Billable,46.9
EMP00086,Senior Analyst,Part-time,2025-10-01,project falcon,Billable,27.7
EMP00195,Junior,Permanent,2025-10-01,Project Titan,Non-Billable,115.2
EMP00312,Analyst,Fixed-term,2025-10-01,Project Atlas,Billable,136.0
EMP00116,Manager,Fixed-term,2025-10-01,Project Zenith,Billable,80.8
EMP00194,Analyst,Freelancer,2025-10-01,Project Vega,Billable,52.6
EMP00134,Analyst,Permanent,2025-10-01,Project Orion,Non-Billable,50.0
EMP00127,Analyst,Freelancer,2025-10-01,Project Nova,Billable,68.5
EMP00090,Director,Permanent,2025-10-01,Project Nova,Billable,61.7
EMP00291,Analyst,Fixed-term,2025-10-01,Project Horizon,Non-Billable,96.2
EMP00284,Analyst,Permanent,2025-10-01,Project Falcon,Billable,94.9
EMP00254,Manager,Freelancer,2025-10-01,Project Orion,Non-Billable,29.7
EMP00078,Analyst,Contractor,2025-10-01,Project Aurora,Annual Leave,33.5
EMP00042,Junior,Permanent,2025-10-01,Project Zenith,Billable,147.8
EMP00311,Analyst,Permanent,2025-10-01,Project Nimbus,Annual Leave,39.8
EMP00030,Manager,Permanent,2025-10-01,Project Aurora,Billable,61.7
EMP00173,Manager,Freelancer,2025-10-01,Project Aurora,Non-Billable,122.8
EMP00274,Junior,Freelancer,2025-10-01,Project Titan,Billable,54.1
EMP00101,Manager,Permanent,2025-10-01,Project Zenith,Non-Billable,159.1
EMP00070,Junior,Permanent,2025-10-01,Project Nimbus,Billable,84.9
EMP00013,Analyst,Part-time,2025-10-01,Project Atlas,Non-Billable,44.3
EMP00337,Senior Manager,Permanent,2025-10-01,Project Falcon,Non-Billable,170.1
EMP00130,Junior,Permanent,2025-10-01,Project Nova,Non-Billable,120.6
EMP00241,Analyst,Permanent,2025-10-01,Project Titan,Billable,74.5
EMP00265,Intern,Permanent,2025-10-01,Project Zenith,Billable,47.1
EMP00239,Analyst,Freelancer,2025-10-01,Project Vega,Billable,93.4
EMP00005,Intern,Permanent,2025-10-01,Project Zenith,Non-Billable,124.2
EMP00055,Senior Manager,Fixed-term,2025-10-01,Project Atlas,Billable,43.7
EMP00180,Analyst,Fixed-term,2025-10-01,Project Orion,Billable,22.4
EMP00321,Manager,Part-time,2025-10-01,Project Zenith,Annual Leave,12.5
EMP00311,Analyst,Permanent,2025-10-01,Project Nimbus,Non-Billable,131.2
EMP00244,Senior Analyst,Permanent,2025-10-01,Project Nimbus,Non-Billable,54.0
EMP00245,Senior Analyst,Fixed-term,2025-10-01,Project Falcon,Non-Billable,41.6
EMP00045,Analyst,Fixed-term,2025-10-01,Project Atlas,Billable,85.9
EMP00272,Senior Analyst,Contractor,2025-10-01,Project Zenith,Billable,72.2
EMP00138,Senior Analyst,Part-time,2025-10-01,Project Vega,Billable,56.8
EMP00288,Junior,Permanent,2025-10-01,Project Zenith,Non-Billable,136.2
EMP00098,Intern,Fixed-term,2025-10-01,Project Atlas,Non-Billable,24.1
EMP00214,Senior Analyst,Freelancer,2025-10-01,Project Orion,Billable,10.6
EMP00020,Senior Manager,Permanent,2025-10-01,Project Horizon,Billable,96.5
EMP00177,Analyst,Contractor,2025-10-01,Project Falcon,Non-Billable,87.2
EMP00011,Executive,Permanent,2025-10-01,Project Falcon,Billable,72.1
EMP00201,Analyst,Permanent,2025-10-01,Project Falcon,Billable,51.5
EMP00181,Intern,Permanent,2025-10-01,Project Zenith,Billable,67.0
EMP00327,Intern,Fixed-term,2025-10-01,Project Aurora,Non-Billable,46.4
EMP00336,Manager,Freelancer,2025-10-01,Project Titan,Non-Billable,80.7
EMP00278,Analyst,Permanent,2025-10-01,Project Aurora,Non-Billable,117.5
EMP00136,Senior Analyst,Fixed-term,2025-10-01,Project Orion,Non-Billable,58.8
EMP00130,Junior,Permanent,2025-10-01,Project Nova,Billable,44.8
EMP00178,Intern,Permanent,2025-10-01,Project Nova,Non-Billable,179.0
EMP00310,Senior Analyst,Fixed-term,2025-10-01,Project Atlas,Non-Billable,181.2
EMP00054,Senior Analyst,Fixed-term,2025-10-01,Project Titan,Annual Leave,33.7
EMP00223,Senior Manager,Permanent,2025-10-01,Project Titan,Billable,121.1
EMP00083,Intern,Permanent,2025-10-01,Project Nimbus,Non-Billable,94.5
EMP00080,Analyst,Part-time,2025-10-01,Project Nova,Billable,61.9
EMP00005,Intern,Permanent,2025-10-01,Project Zenith,Billable,37.7
EMP00238,Intern,Permanent,2025-10-01,Project Nova,Billable,89.2
EMP00004,Manager,Permanent,2025-10-01,Project Nimbus,Non-Billable,116.2
EMP00281,Analyst,Permanent,2025-10-01,Project Falcon,Non-Billable,81.3
EMP00009,Manager,Freelancer,2025-10-01,Project Nova,Billable,65.8
EMP00123,Senior Analyst,Part-time,2025-10-01,Project Orion,Non-Billable,20.0
EMP00200,Senior Manager,Fixed-term,2025-10-01,Project Vega,Billable,54.5
EMP00103,Director,Fixed-term,2025-10-01,Project Nova,Non-Billable,52.3
EMP00100,Junior,Freelancer,2025-10-01,Project Titan,Annual Leave,20.8
EMP00108,Junior,Permanent,2025-10-01,Project Titan,Non-Billable,93.2
EMP00119,Senior Analyst,Part-time,2025-10-01,Project Horizon,Non-Billable,61.1
EMP00147,Senior Analyst,Fixed-term,2025-10-01,Project Horizon,Billable,61.5
EMP00079,Manager,Permanent,2025-10-01,Project Horizon,Non-Billable,90.8
EMP00305,Junior,Permanent,2025-10-01,Project Nova,Non-Billable,143.9
EMP00015,Manager,Freelancer,2025-10-01,Project Aurora,Non-Billable,75.5
EMP00008,Director,Permanent,2025-10-01,Project Nimbus,Annual Leave,14.4
EMP00201,Analyst,Permanent,2025-10-01,Project Falcon,Non-Billable,125.6
EMP00033,Director,Fixed-term,2025-10-01,Project Horizon,Non-Billable,71.1
EMP00031,Manager,Contractor,2025-10-01,Project Nimbus,Billable,68.7
EMP00239,Analyst,Freelancer,2025-10-01,Project Vega,Non-Billable,36.1
EMP00261,Analyst,Part-time,2025-10-01,Project Titan,Non-Billable,50.2
EMP00018,Manager,Fixed-term,2025-10-01,Project Horizon,Billable,50.9
EMP00312,Analyst,Fixed-term,2025-10-01,Project Atlas,Non-Billable,27.5
EMP00046,Analyst,Fixed-term,2025-10-01,Project Orion,Non-Billable,32.4
EMP00299,Senior Analyst,Fixed-term,2025-10-01,Project Nova,Billable,47.7
EMP00018,Manager,Fixed-term,2025-10-01,Project Horizon,Non-Billable,130.8
EMP00096,Senior Analyst,Contractor,2025-10-01,Project Zenith,Billable,77.2
EMP00243,Senior Analyst,Contractor,2025-10-01,Project Aurora,Billable,38.4
EMP00061,Analyst,Permanent,2025-10-01,Project Horizon,Billable,104.7
EMP00085,Junior,Permanent,2025-10-01,Project Horizon,Non-Billable,107.9
EMP00058,Manager,Freelancer,2025-10-01,Project Zenith,Non-Billable,60.9
EMP00207,Analyst,Part-time,2025-10-01,Project Nova,Annual Leave,26.5
